MARKET NAME-INSTITUTION DESCRIPTION,MIC,OPERATING MIC,OPRT/SGMT,LEGAL ENTITY NAME,LEI,MARKET CATEGORY CODE,ACRONYM,ISO COUNTRY CODE (ISO 3166),CITY,COMMENTS
MARKETAXESS SEF CORPORATION,MTXS,MTXX,SGMT,,5493002U1CA1XJOVID83,NSPD,,US,NEW YORK,ELECTRONIC TRADING PLATFORM
MUFG BANK (EUROPE) N.V.,MUBE,MUBE,OPRT,,724500Q03K04L0479N30,SINT,MUBE SI,NL,AMSTERDAM,SYSTEMATIC INTERNALISER.
"MUFG BANK, LTD. - LONDON BRANCH",MUBL,MUBL,OPRT,,C3GTMMZIHMY46P4OIX74,SINT,MUBL SI,GB,LONDON,SYSTEMATIC INTERNALISER.
"MUFG BANK, LTD. - MILANO BRANCH",MUBM,MUBM,OPRT,,C3GTMMZIHMY46P4OIX74,SINT,MUBM SI,IT,MILAN,SYSTEMATIC INTERNALISER.
"MUFG BANK, LTD. - PARIS BRANCH",MUBP,MUBP,OPRT,,C3GTMMZIHMY46P4OIX74,SINT,MUBP SI,FR,PARIS,SYSTEMATIC INTERNALISER.
MITSUBISHI DIAMOND CROSSING,MUDX,MUDX,OPRT,"MITSUBISHI UFJ MORGAN STANLEY SECURITIES CO.,LTD.",O7YCEUWQXFIO1CHULC69,NSPD,MDX,JP,TOKYO,MITSUBISHI DARK.
MARIANA UFP LLP,MUFP,MUFP,OPRT,,213800YRA1J9QFBMU217,NSPD,MUFP,GB,LONDON,MARKET FOR BONDS AND OTC DERIVATIVES.
MUFG SECURITIES EMEA PLC,MUSE,MUSE,OPRT,,U7M81AY481YLIOR75625,SINT,,GB,LONDON,SYSTEMATIC INTERNALISER.
MUFG SECURITIES (EUROPE) N.V -,MUSN,MUSN,OPRT,,54930050SE0SM7CM2G07,SINT,,NL,AMSTERDAM,SYSTEMATIC INTERNALISER.
MITSUBISHI UFJ TRUST INTERNATIONAL LIMITED,MUTI,MUTI,OPRT,,213800ZXJI3S6VKHTX31,NSPD,MUTI,GB,LONDON,
MYTREASURY,MYTR,MYTR,OPRT,,,NSPD,,GB,LONDON,
N2EX,N2EX,N2EX,OPRT,,,NSPD,,GB,LONDON,"N2EX, THE UK MARKET OPERATED BY NASDAQ OMX COMMODITIES AND NORD POOL SPOT, IS A MARKETPLACE FOR PHYSICAL UK POWER CONTRACTS AND LAUNCH A PLATFORM FOR FINANCIAL FUTURES CONTRACTS."
NAB EUROPE LIMITED,NABE,NABE,OPRT,,ABV0IUZB6XO4Z8ZOLN77,SINT,NABE,GB,LONDON,SYSTEMATIC INTERNALISER.
NAB EUROPE LIMITED  - FIXED INCOME SECURITIES,NABU,NABE,SGMT,,ABV0IUZB6XO4Z8ZOLN77,SINT,NABE,GB,LONDON,SYSTEMATIC INTERNALISER.
NATIONAL AUSTRALIA BANK,NABL,NABL,OPRT,,F8SB4JFBSYQFRQEH3Z21,SINT,NAB,GB,LONDON,SYSTEMATIC INTERNALISER.
NATIONAL AUSTRALIA BANK - FX DERIVATIVES AND FIXED INCOME SECURITIES,NABA,NABL,SGMT,,F8SB4JFBSYQFRQEH3Z21,SINT,NAB,GB,LONDON,SYSTEMATIC INTERNALISER.
NATIONAL AUSTRALIA BANK EUROPE S.A.,NABP,NABP,OPRT,NATIONAL AUSTRALIA BANK EUROPE S.A.,5493000IQQ05Y25L0V92,SINT,,FR,PARIS,SYSTEMATIC INTERNALISER.
NATIONAL MERCANTILE EXCHANGE,NAMX,NAMX,OPRT,,,NSPD,NAMEX,RU,MOSCOW,ORGANIZING AND CONDUCTING TRADING OF THE FUTURES CONTRACTS ON THE COMMODITY SESSION.
NASDAQ STOCKHOLM AB - APA SERVICE,NAPA,NAPA,OPRT,,549300KBQIVNEJEZVL96,APPA,,SE,STOCKHOLM,APPROVED PUBLICATION ARRANGEMENT (APA).
NASDAQ BALTIC,NASB,NASB,OPRT,,,NSPD,,LT,VILNIUS,MULTILATERAL TRADING FACILITY (MTF) FOR TRADING IN SECURITIES OF BALTIC COUNTRIES.
NASD OTC MARKET,NASX,NASX,OPRT,,,NSPD,NASDOTC,NG,LAGOS,REGISTERED MARKET FOR ELECTRONIC TRADING OF UNLISTED SECURITIES.
NATIXIS,NATX,NATX,OPRT,,KX1WK48MPD4Y2NCUIZ63,SINT,NATX,FR,PARIS,SYSTEMATIC INTERNALISER.
NATIONAL BANK FINANCIAL INC.,NBFL,NBFL,OPRT,,549300D83GR71RNG0O65,SINT,NBF,GB,LONDON,SYSTEMATIC INTERNALISER.
NOBLE EXCHANGE,NBLX,NBLX,OPRT,,,NSPD,,US,NEW YORK,THE NOBLE MARKETS VENUE FOR CRYPTOGRAPHIC AND DIGITAL ASSETS.
NATIONAL BOARD OF TRADE LIMITED,NBOT,NBOT,OPRT,,,NSPD,,IN,INDORE MADHYA PRADESH,COMMODITY FUTURES EXCHANGE
PAKISTAN MERCANTILE EXCHANGE,NCEL,NCEL,OPRT,,,NSPD,PMEX,PK,KARACHI,REGISTERED FOR LISTED DERIVATIVES (OPTIONS AND FUTURES) TRADING - FORMERLY NATIONAL COMMODITY EXCHANGE LIMITED.
SMBC NIKKO CAPITAL MARKETS EUROPE GMBH,NCME,NCME,OPRT,SMBC NIKKO CAPITAL MARKETS EUROPE GMBH,5493008794GM6YH5G766,SINT,,DE,FRANKFURT,
SMBC NIKKO CAPITAL MARKETS LIMITED,NCML,NCML,OPRT,,G7WFA3G3MT5YHH8CHG81,SINT,,GB,LONDON,SYSTEMATIC INTERNALISER.
ICE ENDEX UK OCM GAS SPOT,NDCM,NDCM,OPRT,,5493007PP5JLCOM9WY96,NSPD,ICE ENDEX OCM,GB,LONDON,ELECTRONIC PLATFORM TO TRADE UK OCM GAS SPOT MARKET.
ICE ENDEX FUTURES,NDEX,NDEX,OPRT,,549300CZW488L20NT866,RMKT,ICE ENDEX RM,NL,AMSTERDAM,ELECTRONIC PLATFORM TO TRADE FUTURES.
ICE ENDEX OTF FUTURES,IMCO,NDEX,SGMT,,,OTFS,ICE ENDEX OTF,NL,AMSTERDAM,ELECTRONIC ORGANISED TRADING PLATFORM.
ICE MARKETS EQUITY,IMEQ,NDEX,SGMT,,549300CZW488L20NT866,RMKT,ICE ENDEX EQUITY,NL,AMSTERDAM,ELECTRONIC PLATFORM TO TRADE EQUITY PRODUCTS.
ICE ENDEX EUROPEAN GAS SPOT,NDXS,NDEX,SGMT,,549300IRJ3VTA8OPGI47,NSPD,ICE ENDEX SPOT,NL,AMSTERDAM,ELECTRONIC PLATFORM TO TRADE EUROPEAN GAS SPOT.
NSX DARK,NECD,NECD,OPRT,,,NSPD,,AU,NEWCASTLE,DARK POOL REQUESTED BY MISTAKE.
NATIONAL EQUITIES EXCHANGE AND QUOTATIONS,NEEQ,NEEQ,OPRT,NATIONAL EQUITIES EXCHANGE AND QUOTATIONS,836800XHVVMXE28Y7A65,RMKT,NEEQ,CN,BEIJING,
CBOE CANADA - NEO-L (MARKET BY ORDER),NEOE,NEOE,OPRT,CBOE CANADA INC.,549300MILSKTNBLQ1L12,RMKT,NEO-L,CA,TORONTO,
CBOE CANADA - MATCHNOW,MATN,NEOE,SGMT,CBOE CANADA INC.,549300MILSKTNBLQ1L12,RMKT,,CA,TORONTO,DARK TRADING BOOK OF THE CBOE CANADA INC. EXCHANGE.
NEO CONNECT,NEOC,NEOE,SGMT,CBOE CANADA INC.,549300MILSKTNBLQ1L12,RMKT,NEO CONNECT,CA,TORONTO,
CBOE CANADA - NEO-D (DARK),NEOD,NEOE,SGMT,CBOE CANADA INC.,549300MILSKTNBLQ1L12,RMKT,NEO-D,CA,TORONTO,
CBOE CANADA - NEO-N (MARKET BY PRICE),NEON,NEOE,SGMT,CBOE CANADA INC.,549300MILSKTNBLQ1L12,RMKT,NEO-N,CA,TORONTO,
NOMURA FINANCIAL PRODUCTS EUROPE GMBH,NESI,NESI,OPRT,NOMURA FINANCIAL PRODUCTS EUROPE GMBH,5493002XYZZ0CGQ6CB58,SINT,,DE,FRANKFURT,
NOREXECO ASA,NEXO,NEXO,OPRT,,5967007LIEEXZXJUBK44,RMKT,NOREXECO,NO,KONGSVINGER,"FINANCIAL DERIVATIVES, CASH SETTLED FUTURES CONTRACTS. ELECTRONIC TRADING QND CLEARING"
NEX SEF,NEXS,NEXS,OPRT,NEX SEF LIMITED,2138008LPQ92DIHKHY20,SEFS,NSL,GB,LONDON,SWAP EXECUTION FACILITY
NEX SEF MTF - RESET - RISK MITIGATION SERVICES,REST,NEXS,SGMT,NEX SEF LIMITED,2138008LPQ92DIHKHY20,SEFS,NSL,GB,LONDON,SWAP EXECUTION FACILITY
AQUIS STOCK EXCHANGE,NEXX,NEXX,OPRT,AQUIS STOCK EXCHANGE LIMITED,213800AMGNBSOCOSDN11,RMKT,,GB,LONDON,
AQSE MAIN MARKET (NON-EQUITY),NEXD,NEXX,SGMT,AQUIS STOCK EXCHANGE LIMITED,213800AMGNBSOCOSDN11,RMKT,,GB,LONDON,
AQSE GROWTH MARKET (NON-EQUITY),NEXF,NEXX,SGMT,AQUIS STOCK EXCHANGE LIMITED,213800AMGNBSOCOSDN11,RMKT,,GB,LONDON,
AQSE GROWTH MARKET (EQUITY),NEXG,NEXX,SGMT,AQUIS STOCK EXCHANGE LIMITED,213800AMGNBSOCOSDN11,RMKT,,GB,LONDON,
AQSE MAIN MARKET (EQUITY),NEXL,NEXX,SGMT,AQUIS STOCK EXCHANGE LIMITED,213800AMGNBSOCOSDN11,RMKT,,GB,LONDON,
AQSE TRADING (NON-EQUITY),NEXN,NEXX,SGMT,AQUIS STOCK EXCHANGE LIMITED,213800AMGNBSOCOSDN11,RMKT,,GB,LONDON,
AQSE TRADING (EQUITY),NEXT,NEXX,SGMT,AQUIS STOCK EXCHANGE LIMITED,213800AMGNBSOCOSDN11,RMKT,,GB,LONDON,
"NATIONAL FINANCIAL SERVICES, LLC",NFSC,NFSC,OPRT,,549300JRHF1MHHWUAW04,NSPD,,US,BOSTON,"TRADING PLATFORM FOR THE EXECUTION OF EQUITY, OPTION, FIXED INCOME, AND OTC SECURITIES."
FIDELITY CROSSSTREAM,NFSA,NFSC,SGMT,,549300JRHF1MHHWUAW04,NSPD,,US,BOSTON,
FIDELITY DARK,NFSD,NFSC,SGMT,,549300JRHF1MHHWUAW04,NSPD,,US,BOSTON,DARK POOL.
FIDELITY CROSSSTREAM ATS,XSTM,NFSC,SGMT,,,ATSS,,US,BOSTON,REGISTERED ATS FOR TRADING US EQUITIES
NATURAL GAS EXCHANGE,NGXC,NGXC,OPRT,,549300MZWLT9C8T4VI12,NSPD,NGX,CA,CALGARY,"NGX PROVIDES ELECTRONIC TRADING, CENTRAL COUNTERPARTY CLEARING AND DATA SERVICES TO THE NORTH AMERICAN NATURAL GAS AND ELECTRICITY MARKETS."
NIBC,NIBC,NIBC,OPRT,,B64D6Y3LBJS4ANNPCU93,SINT,,NL,THE HAGUE,SYSTEMATIC INTERNALISER.
NILE STOCK EXCHANGE,NILX,NILX,OPRT,,,NSPD,,EG,CAIRO,THE EGYPTIAN EXCHANGE (EGX) LAUNCHED ON THURSDAY 3 JUNE 2010 THE FIRST TRADING SESSION IN THE NILE STOCK EXCHANGE (NILEX).
NORDDEUTSCHE LANDESBANK - GIROZENTRALE,NLBX,NLBX,OPRT,,DSNHHQ2B9X5N6OUJ1236,SINT,,DE,HANNOVER,SYSTEMATIC INTERNALISER.
APX POWER NL,NLPX,NLPX,OPRT,,549300CZW488L20NT866,NSPD,,NL,AMSTERDAM,
NATIONAL MULTI-COMMODITY EXCHANGE OF INDIA,NMCE,NMCE,OPRT,,335800NLY5HYW9I7YE03,NSPD,,IN,AHMEDABAD,
NOMURA SECURITIES INTERNATIONAL,NMRA,NMRA,OPRT,,,NSPD,,US,NEW YORK,NOMURA PRINCIPAL TRADING.
NOMURA SECURITIES CO LTD,NMRJ,NMRJ,OPRT,NOMURA SECURITIES CO LTD,XPSKD1VTEQPKCHBEKQ95,ATSS,NSC,JP,TOKYO,NOMURA JAPAN EQUITY TRADING.
NOMURA ICE  - HK,ICHK,NMRJ,SGMT,NOMURA HOLDINGS,549300B3CEAHYG7K8164,ATSS,,JP,TOKYO,INTERNAL CROSSING PLATFORM FOR NOMURA.
NOMURA ICE  - KR,ICKR,NMRJ,SGMT,NOMURA HOLDINGS,549300B3CEAHYG7K8164,ATSS,,JP,TOKYO,INTERNAL CROSSING PLATFORM FOR NOMURA.
NOMURA ICE  - SH,ICSH,NMRJ,SGMT,NOMURA HOLDINGS,549300B3CEAHYG7K8164,ATSS,,JP,TOKYO,INTERNAL CROSSING PLATFORM FOR NOMURA.
NOMURA ICE  - SZ,ICSZ,NMRJ,SGMT,NOMURA HOLDINGS,549300B3CEAHYG7K8164,ATSS,,JP,TOKYO,INTERNAL CROSSING PLATFORM FOR NOMURA.
NOMURA ICE  - TW,ICTW,NMRJ,SGMT,NOMURA HOLDINGS,549300B3CEAHYG7K8164,ATSS,,JP,TOKYO,INTERNAL CROSSING PLATFORM FOR NOMURA.
NOMURA - EXTERNAL CROSSING PLATFORM,NMSX,NMRJ,SGMT,NOMURA SECURITIES CO LTD,XPSKD1VTEQPKCHBEKQ95,ATSS,,JP,TOKYO,EXTERNAL CROSSING PLATFORM FOR NOMURA.
BLOCKMATCH JAPAN,NXBX,NMRJ,SGMT,NOMURA HOLDINGS,549300B3CEAHYG7K8164,ATSS,,JP,TOKYO,INTERNAL CONDITIONAL CROSSING PLATFORM FOR NOMURA JAPAN.
NX FUTURES,NXFO,NMRJ,SGMT,NOMURA HOLDINGS,549300B3CEAHYG7K8164,ATSS,NXFO,JP,TOKYO,INTERNAL FUTURES DARK POOL PLATFORM FOR NOMURA JAPAN.
NX JAPAN,NXJP,NMRJ,SGMT,NOMURA HOLDINGS,549300B3CEAHYG7K8164,ATSS,NXJP,JP,TOKYO,INTERNAL CROSSING PLATFORM FOR NOMURA.
NX SELECT JAPAN,NXSE,NMRJ,SGMT,NOMURA HOLDINGS,549300B3CEAHYG7K8164,ATSS,NXSE,JP,TOKYO,INTERNAL CROSSING PLATFORM FOR NOMURA NX SELECT.
NX VWAP,NXVW,NMRJ,SGMT,NOMURA HOLDINGS,549300B3CEAHYG7K8164,ATSS,NXVWAP,JP,TOKYO,INTERNAL VWAP CROSSING PLATFORM FOR NOMURA.
REGIONAL EXCHANGE CENTRE - MICEX VOLGA REGION,NNCS,NNCS,OPRT,,,NSPD,NCSE,RU,NIZHNIY NOVGOROD,NNCS ORGANIZES THE TRADING (AND REPORTING) ON THE COMMODITY SESSION WHERE TRADES ARE EXECUTED SEPARATELY FROM THE MOSCOW OFFICE.
NODAL EXCHANGE,NODX,NODX,OPRT,"NODAL EXCHANGE, LLC",549300ZGB3DX5UDX4I30,DCMS,,US,VIENNA,ELECTRONIC POWER EXCHANGE.
NOMURA OTC TRADES,NOFF,NOFF,OPRT,,,NSPD,,GB,LONDON,
NORD POOL SPOT AS,NOPS,NOPS,OPRT,,549300BOP5Z0BIUTLV67,NSPD,,NO,TRONDHEIM,NORD POOL SPOT AS ENERGY EXCHANGE FOR NORDIC PHYSICAL MARKETS.
HSH NORDBANK,NORD,NORD,OPRT,,TUKDD90GPC79G1KOE162,SINT,,DE,KIEL,SYSTEMATIC INTERNALISER.
NASDAQ OSLO ASA,NORX,NORX,OPRT,NASDAQ OSLO ASA,5493003IZZWOHHJY1L88,RMKT,,NO,OSLO,
NASDAQ COMMODITIES - BULK COMMODITY,BULK,NORX,SGMT,NASDAQ OSLO ASA,5493003IZZWOHHJY1L88,NSPD,,NO,OSLO,
NASDAQ OSLO ASA - EUROPEAN POWER AND GAS DERIVATIVES,ELEU,NORX,SGMT,NASDAQ OSLO ASA,5493003IZZWOHHJY1L88,RMKT,,NO,OSLO,
NASDAQ OSLO ASA - NORDIC POWER DERIVATIVES AND EUROPEAN UNION ALLOWANCES,ELNO,NORX,SGMT,NASDAQ OSLO ASA,5493003IZZWOHHJY1L88,RMKT,,NO,OSLO,
NASDAQ OSLO ASA - SWEDISH ELECTRICITY CERTIFICATE,ELSE,NORX,SGMT,NASDAQ OSLO ASA,5493003IZZWOHHJY1L88,RMKT,,NO,OSLO,
NASDAQ COMMODITIES - GBP POWER/ENERGY,ELUK,NORX,SGMT,NASDAQ OSLO ASA,5493003IZZWOHHJY1L88,NSPD,,NO,OSLO,
NASDAQ COMMODITIES - FREIGHT COMMODITY,FREI,NORX,SGMT,NASDAQ OSLO ASA,5493003IZZWOHHJY1L88,NSPD,,NO,OSLO,
NASDAQ COMMODITIES - STEEL COMMODITY,STEE,NORX,SGMT,NASDAQ OSLO ASA,5493003IZZWOHHJY1L88,NSPD,,NO,OSLO,
NOS CLEARING ASA,NOSC,NOSC,OPRT,,549300KWFP5XWW6VMX53,NSPD,NOS,NO,OSLO,CENTRAL COUNTER PARTY CLEARING HOUSE (CCP) FOR COMMODITY DERIVATIVES
NOMURA INTERNATIONAL PLC,NOSI,NOSI,OPRT,NOMURA INTERNATIONAL PLC,DGQCSV2PHVF7I2743539,SINT,,GB,LONDON,
NORWEGIAN OVER THE COUNTER MARKET,NOTC,NOTC,OPRT,,,NSPD,NOTC,NO,OSLO,
NOW CP - NEU CP,NOWX,NOWX,OPRT,,969500A5HZ0H6GGXUX51,NSPD,,FR,PARIS,PLATFORM FOR NEGOTIABLE EUROPEAN COMMERCIAL PAPERS (NEU CP).
NPEX,NPEX,NPEX,OPRT,,724500EFRA0V2NR6E869,MLTF,,NL,THE HAGUE,MULTILATERAL TRADING FACILITY FOR EQUITIES AND BONDS.
GASPOINT NORDIC A/S,NPGA,NPGA,OPRT,,,NSPD,GPN,DK,COPENHAGEN,"GASPOINT NORDIC IS OPERATING A PLATFORM FOR CONTINUOUS ELECTRONIC TRADING OF GAS, DELIVERABLE TO THE ETF VIRTUAL TRADING POINT."
NASDAQ PRIVATE MARKET - SECONDMARKET,NPMS,NPMS,OPRT,"NPM SECURITIES, LLC",254900YVCIUXGBG6YR72,ATSS,NPM,US,NEW YORK,
NASDAQ SPOT AB,NSPO,NSPO,OPRT,,549300NDSVV1SNFBN158,NSPD,,SE,STOCKHOLM,
NOBLE SECURITIES S.A.,NSSA,NSSA,OPRT,NOBLE SECURITIES S.A.,259400LJC7Y93HGGGK72,SINT,,PL,KRAKOW,
BENDIGO STOCK EXCHANGE LIMITED,NSXB,NSXB,OPRT,,,NSPD,BSX,AU,MELBOURNE,
NATIXIS LONDON BRANCH,NTUK,NTUK,OPRT,NATIXIS,KX1WK48MPD4Y2NCUIZ63,NSPD,NLB,GB,LONDON,
NASDAQ OMX EUROPE,NURO,NURO,OPRT,,,NSPD,,GB,LONDON,MULTILATERAL TRADING FACILITY - NASDAQ OMX  EUROPE - NEW MIC
NASDAQ OMX EUROPE,NOME,NURO,SGMT,,,NSPD,,GB,LONDON,MIC TO USE IS NURO
NASDAQ EUROPE (NURO) DARK,NURD,NURO,SGMT,,,NSPD,NURODARK,GB,LONDON,DARK POOL.
NASDAQ OMX NLX,XNLX,NURO,SGMT,,,NSPD,NLX,GB,LONDON,MULTILATERAL TRADING FACILITY FOR LISTED DERIVATIVES.
NATWEST MARKETS PLC,NWMS,NWMS,OPRT,NATWEST MARKETS PLC,RR3QWICWWIPCS8A4S074,SINT,RBS PLC,GB,EDINBURGH,SYSTEMATIC INTERNALISER.
NATWEST MARKETS NV,NWNV,NWNV,OPRT,NATWEST MARKETS N.V.,X3CZP3CK64YBHON1LE12,SINT,NWM NV,NL,AMSTERDAM,
NX,NXEU,NXEU,OPRT,,,NSPD,,GB,LONDON,NX IS THE INTERNAL EQUITIES ONLY CROSSING PLATFORM FOR NOMURA.
NEXTRADE,NXTE,NXTE,OPRT,"NEXTRADE CO.,LTD.",988400VPPA3JP7PFBP07,ATSS,NXT,KR,SEOUL,
NX ATS - CROSSING PLATFORM,NXUS,NXUS,OPRT,,,ATSS,,US,NEW YORK,NX IS A REGISTERED ATS IN THE US MARKETS - CURRENTLY PROVIDING CROSSING FACILITIES FOR REG NMS LISTED STOCKS.
NYMEX EUROPE LTD.,NYMX,NYMX,OPRT,,,NSPD,,GB,LONDON,
NEW YORK PORTFOLIO CLEARING,NYPC,NYPC,OPRT,,,NSPD,NYPC,US,NEW YORK,
NYKREDIT BANK,NYSI,NYSI,OPRT,,52965FONQ5NZKP0WZL45,SINT,,DK,COPENHAGEN,SYSTEMATIC INTERNALISER.
OSLO BORS - APA,OAPA,OAPA,OPRT,,5967007LIEEXZXHDL433,APPA,,NO,OSLO,APPROVED PUBLICATION ARRANGEMENT OPERATED BY OSLO BORS.
OB GROUP ENERGY LIMITED,OBGE,OBGE,OPRT,OB GROUP ENERGY LIMITED,213800Q4QJZXYBKBML24,OTFS,,GB,LONDON,
OBERBANK AG,OBKL,OBKL,OPRT,,RRUN0TCQ1K2JDV7MXO75,SINT,,AT,LINZ,SYSTEMATIC INTERNALISER.
BLUE OCEAN ALTERNATIVE TRADING SYSTEM,OCEA,OCEA,OPRT,"BLUE OCEAN ATS, LLC",,ATSS,BOATS,US,SEA GIRT,"BLUE OCEAN ATS, LLC IS A US REGISTERED BROKER DEALER (CRD #306512) AND OPERATOR OF AN ALTERNATIVE TRADING SYSTEM (ATS)."
ONECHRONOS FX,OCFX,OCFX,OPRT,ONECHRONOS MARKETS FX LLC,254900B2KAXPSXK01010,OTHR,,US,NEW YORK,
SOVA CAPITAL,OCSI,OCSI,OPRT,SOVA CAPITAL LIMITED,213800T9OJMZA69QDM04,SINT,,GB,LONDON,SYSTEMATIC INTERNALISER.
OCTAURA - COLLATERALIZED LOAN OBLIGATION (CLO),OCTC,OCTC,OPRT,OCTAURA SECURITIES TRADINGCO LLC,254900MHF2I4A97UV625,OTHR,,US,NEW YORK,
OCTAURA - LOANS,OCTL,OCTL,OPRT,OCTAURA LL TRADINGCO LLC,254900OCXBIHL4NNMT81,OTHR,,US,NEW YORK,
ONECHRONOS MARKETS EUROPE,OCXE,OCXE,OPRT,ONECHRONOS MARKETS NL B.V.,254900LOI8IDQRM0LC52,MLTF,,NL,AMSTERDAM,
ONECHRONOS MARKETS UK,OCXL,OCXL,OPRT,ONECHRONOS MARKETS UK LIMITED,254900KU3VCIL605S921,MLTF,,GB,LONDON,
ODDO BHF,ODDO,ODDO,OPRT,ODDO BHF,9695002I9DJHZ3449O66,SINT,,FR,PARIS,
ODDO CONTREPARTIE,ODOC,ODOC,OPRT,,96950063A7LQQR6VQ718,NSPD,,FR,PARIS,
ODX - OSAKA DIGITAL EXCHANGE,ODXE,ODXE,OPRT,"OSAKA DIGITAL EXCHANGE  CO.,LTD.",3538002ZFUQ3KMY5SA19,OTHR,ODX,JP,TOKYO,
OSAKA DIGITAL EXCHANGE - START,ODST,ODXE,SGMT,"OSAKA DIGITAL EXCHANGE  CO.,LTD.",3538002ZFUQ3KMY5SA19,OTHR,ODX,JP,TOKYO,
OFEX,OFEX,OFEX,OPRT,,,NSPD,,GB,LONDON,
OHV OTF,OHVO,OHVO,OPRT,,7245000R5QUIJPTI7118,OTFS,,NL,AMSTERDAM,ORGANISED TRADING FACILITY FOR BONDS AND OTC DERIVATIVES.
OLDENBURGISCHE LANDESBANK AG FX  HANDEL,OLBB,OLBB,OPRT,,5299008I0TO44SUINZ71,SINT,,DE,OLDENBURG,SYSTEMATIC INTERNALISER.
OTCEX LLC,OLLC,OLLC,OPRT,,549300SFF7YEJGFVDC94,NSPD,,US,NEW YORK,REGISTERED BROKER FOR EQUITIES DERIVATIVES AND RATES DERIVATIVES IN NYC
OMI POLO ESPANOL S.A. (OMIE),OMEL,OMEL,OPRT,,,NSPD,OMIE,ES,MADRID,OMIE IS LEGAL SUCCESSOR OF OMEL AS MARKET OPERATOR BY WAY OF UNIVERSAL LEGAL SUCCESSION
OMEGA ATS,OMGA,OMGA,OPRT,,,ATSS,,CA,TORONTO,
LYNX ATS,LYNX,OMGA,SGMT,,,ATSS,,CA,TORONTO,LYNX ATS IS A REGISTERED MARKET FOR THE FULLY ELECTRONIC TRADING OF EQUITIES AND FIXED INCOME.
THE IBERIAN ENERGY CLEARING HOUSE,OMIC,OMIC,OPRT,"OMICLEAR, C.C., S.A.",5299001PSXO7X2JX4W10,NSPD,OMICLEAR,PT,LISBON,REGISTERED CLEARING HOUSE ACTING AS CENTRAL COUNTERPARTY FOR EXCHANGE AND OTC DERIVATIVES
"OMIP - POLO PORTUGUES, S.G.M.R., S.A. / OMIP DERIVATIVES MARKET",OMIP,OMIP,OPRT,"OMIP - POLO PORTUGUES, S.G.M.R., S.A.",529900NIA9TL7Q1I4639,RMKT,OMIP,PT,LISBON,
ONE TRADING EXCHANGE,ONEX,ONEX,OPRT,ONE TRADING EXCHANGE B.V.,984500AA963ED2BA8460,OTFS,,NL,AMSTERDAM,
ONE TRADING EXCHANGE - PERPETUALS,ONEP,ONEX,SGMT,ONE TRADING EXCHANGE B.V.,984500AA963ED2BA8460,OTFS,,NL,AMSTERDAM,
OP CORPORATE BANK PLC,OPCO,OPCO,OPRT,,549300NQ588N7RWKBP98,SINT,OP,FI,HELSINKI,SYSTEMATIC INTERNALISER.
PEX-PRIVATE EXCHANGE,OPEX,OPEX,OPRT,,,NSPD,OPEX,PT,LISBON,
"OPTIMX MARKETS, INC",OPMX,OPMX,OPRT,"OPTIMX MARKETS, INC",9845007AA55UB0CTDF06,OTHR,,US,WILMINGTON,
OPTIONS PRICE REPORTING AUTHORITY,OPRA,OPRA,OPRT,,,NSPD,OPRA,US,CHICAGO,TRADING CONSOLIDATOR.
OPTAXE MTF,OPTX,OPTX,OPRT,OPTAXE LIMITED,984500254D10D9E58C78,MLTF,OPTX,GB,LONDON,FCA LICENCE PENDING. NOT LIVE YET.
OSL DIGITAL SECURITIES EXCHANGE,OSDS,OSDS,OPRT,,549300WBXH3AFK5BRJ77,NSPD,OSLDS,HK,HONG KONG,OSL DIGITAL SECURITIES - ASIA'S LEADING DIGITAL ASSET PLATFORM.
SIX X-CLEAR AG,OSLC,OSLC,OPRT,,,NSPD,,NO,OSLO,"SECURITIES LENDING, TRADE REGISTRATIONS AND FINANCIAL SETTLEMENT FOR DERIVATIVES. AS OF 1 MAY 2015 OSLO CLEARING ASA IS LEGALLY INTEGRATED INTO SIX X-CLEAR LTD."
OSL SG EXCHANGES,OSSG,OSSG,OPRT,OSL SG PTE. LTD.,5493005YD2GDV5LCUD15,NSPD,OSLSG,SG,SINGAPORE,ASIA LEADING DIGITAL ASSET PLATFORM - OSL SG EXCHANGES.
OTCEX,OTCE,OTCE,OPRT,,,NSPD,,GB,LONDON,TRADE NAME: TRAYPORT.
OTC LINK NQB IDQS (INTER-DEALER QUOTATION SYSTEM),OTCI,OTCI,OPRT,OTC MARKETS GROUP INC.,254900LQDMW14QIVAH45,IDQS,,US,NEW YORK,
OTC LINK ATS - OTC MARKETS,OTCM,OTCM,OPRT,OTC MARKETS GROUP INC.,254900LQDMW14QIVAH45,NSPD,,US,NEW YORK,OPERATIONAL MIC FOR OTC MARKETS.
CAVEAT EMPTOR,CAVE,OTCM,SGMT,,549300DZ6U3C3ZS9RW48,NSPD,,US,NEW YORK,CORPORATE ACTIONS — CAVEAT EMPTOR.
EXPERT MARKET,EXPM,OTCM,SGMT,,,NSPD,,US,NEW YORK,
OTCQB MARKETPLACE,OTCB,OTCM,SGMT,,254900LQDMW14QIVAH45,NSPD,,US,NEW YORK,OTCQB MARKET TIER HELPS INVESTORS EASILY IDENTIFY COMPANIES THAT ARE REGISTERED AND CURRENT IN THEIR REPORTING OBLIGATIONS WITH THE SEC OR REPORT TO A U.S. BANKING OR INSURANCE REGULATOR.
